,accuracy,val_accuracy,loss,val_loss
0,0.5655654668807983,0.5421394109725952,10.883685111999512,1.3522993326187134
1,0.5868463516235352,0.5226904153823853,1.1160869598388672,1.0495864152908325
2,0.5738751292228699,0.5482171773910522,1.039530873298645,1.0309009552001953
3,0.5930279493331909,0.541329026222229,1.0295220613479614,1.0236648321151733
4,0.5837048888206482,0.6021069884300232,1.0284658670425415,1.0760345458984375
5,0.594750702381134,0.6150729060173035,1.0225716829299927,1.0194408893585205
6,0.5943453311920166,0.6304700374603271,1.0212304592132568,1.0165948867797852
7,0.5896838307380676,0.5996758341789246,1.0223126411437988,1.013100028038025
8,0.5965747833251953,0.5429497361183167,1.0197254419326782,1.0127098560333252
9,0.5911025404930115,0.6292544603347778,1.0218154191970825,1.013822317123413
10,0.5944467186927795,0.6308752298355103,1.0187116861343384,1.0175632238388062
11,0.597892165184021,0.6158832907676697,1.018307089805603,1.0166621208190918
12,0.5944467186927795,0.6138573884963989,1.018407940864563,1.0158805847167969
13,0.6025537252426147,0.6195299625396729,1.018952488899231,1.0126537084579468
14,0.6046817898750305,0.5461912751197815,1.019587755203247,1.020466923713684
15,0.5951560735702515,0.6284440755844116,1.0173813104629517,1.0162086486816406
16,0.5949533581733704,0.5931928753852844,1.0197573900222778,1.0141102075576782
17,0.601945698261261,0.5085089206695557,1.0174753665924072,1.031502604484558
18,0.5992095470428467,0.6264181733131409,1.020530343055725,1.0222138166427612
19,0.6033644080162048,0.559967577457428,1.0182924270629883,1.0160058736801147
